SYMBOL	X.1	day2_log2FoldChange	day2_lfcSE	day2_stat	day2_pvalue	day2_padj	day6_log2FoldChange	day6_lfcSE.	day6_stat	day6_pvalue	day6_padj
IFI16	ENSG00000163565	2.112903402	0.291181629	7.256307365	3.98E-13	1.15E-10	1.761854137	0.338829612	5.199823384	1.99E-07	8.30E-06
ALPK2	ENSG00000198796	2.108993329	0.742347727	2.840977689	0.004497546	0.029298761	3.094354633	0.631872526	4.897118493	9.73E-07	3.20E-05
PLA1A	ENSG00000144837	2.104986716	0.431773175	4.875214202	1.09E-06	5.14E-05	1.456960041	0.33374952	4.365429621	1.27E-05	0.00026301
TRIM22	ENSG00000132274	2.103404195	0.314649972	6.684901901	2.31E-11	4.75E-09	1.818599994	0.282640067	6.434331873	1.24E-10	1.25E-08
SLC15A3	ENSG00000110446	2.098265774	0.331683971	6.326099411	2.51E-10	3.83E-08	1.561170675	0.229907168	6.790439333	1.12E-11	1.47E-09
MT1M	ENSG00000205364	2.089375713	0.385894425	5.414371339	6.15E-08	4.48E-06	0.950185591	0.32807128	2.896277883	0.003776179	0.021655613
TENT5A	ENSG00000112773	2.089266751	0.338348186	6.174901584	6.62E-10	8.86E-08	1.241957771	0.200194875	6.203744074	5.51E-10	4.81E-08
PSMB9	ENSG00000240065	2.083592587	0.349996476	5.953181614	2.63E-09	2.90E-07	1.900224503	0.36850143	5.156627222	2.51E-07	1.01E-05
MNDA	ENSG00000163563	2.08109424	0.411087606	5.062410563	4.14E-07	2.27E-05	2.335545027	0.371758235	6.282429833	3.33E-10	3.07E-08
TRIM14	ENSG00000106785	2.079911157	0.308512099	6.741749078	1.56E-11	3.35E-09	1.647380258	0.262501917	6.27568848	3.48E-10	3.19E-08
RAB39A	ENSG00000179331	2.073678096	0.720585218	2.877769407	0.004004978	0.026989635	3.159260441	0.536649987	5.887003665	3.93E-09	2.86E-07
CLEC2B	ENSG00000110852	2.070384947	0.353698218	5.853535142	4.81E-09	5.01E-07	2.073846732	0.399108408	5.196199055	2.03E-07	8.45E-06
LAG3	ENSG00000089692	2.069902004	0.62669558	3.302882725	0.000956964	0.009817193	1.846634871	0.398634477	4.632401299	3.61E-06	9.66E-05
FCGR1A	ENSG00000150337	2.066346277	0.457661695	4.515008141	6.33E-06	0.000210518	2.758598966	0.284402472	9.699630747	3.03E-22	1.97E-19
CTSE	ENSG00000196188	2.054693108	0.542961992	3.784230093	0.000154185	0.002575327	2.500426988	0.383567414	6.518872295	7.08E-11	7.68E-09
TRAT1	ENSG00000163519	2.051295801	0.592087987	3.464511771	0.000531195	0.006353989	3.207905972	1.05526448	3.039907088	0.002366511	0.015403641
KIAA1755	ENSG00000149633	2.046657278	0.462999895	4.42042709	9.85E-06	0.000304081	1.17828024	0.360535964	3.268135101	0.001082587	0.008488405
SHFL	ENSG00000130813	2.03473726	0.247797324	8.211296346	2.19E-16	9.91E-14	1.35401	0.246036759	5.503283344	3.73E-08	1.98E-06
LILRB4	ENSG00000186818	2.029797345	0.591170034	3.433525429	0.000595786	0.006930273	3.246895014	0.30091252	10.7901626	3.83E-27	3.49E-24
BCL2A1	ENSG00000140379	2.029216348	0.497704133	4.077153901	4.56E-05	0.001022903	2.964024051	0.408855187	7.249569387	4.18E-13	7.16E-11
SAMSN1	ENSG00000155307	2.028430868	0.460053248	4.409121939	1.04E-05	0.000317508	2.773119611	0.370964881	7.475423559	7.70E-14	1.46E-11
LOC388813	ENSG00000155307	2.028430868	0.460053248	4.409121939	1.04E-05	0.000317508	2.773119611	0.370964881	7.475423559	7.70E-14	1.46E-11
MMP1	ENSG00000196611	2.021853241	0.339121053	5.962039884	2.49E-09	2.76E-07	2.213615802	0.452998745	4.886582638	1.03E-06	3.35E-05
ORM2	ENSG00000228278	2.021844608	0.36949837	5.471863396	4.45E-08	3.45E-06	1.647142993	0.480045999	3.431219085	0.000600875	0.005449051
PPM1K	ENSG00000163644	2.021602144	0.292734186	6.905931187	4.99E-12	1.17E-09	1.424193394	0.270042607	5.273958105	1.34E-07	5.94E-06
ATF3	ENSG00000162772	2.02147375	0.405197672	4.988858253	6.07E-07	3.19E-05	1.924573668	0.270990098	7.102007346	1.23E-12	1.94E-10
MSR1	ENSG00000038945	2.001422919	0.479003986	4.178301178	2.94E-05	0.000717465	3.393499642	0.358989369	9.452925168	3.29E-21	1.87E-18
RGS13	ENSG00000127074	1.997305657	0.323237234	6.179070501	6.45E-10	8.67E-08	2.639850812	0.331074231	7.973591919	1.54E-15	3.90E-13
SOCS1	ENSG00000185338	1.993492538	0.357660059	5.573707462	2.49E-08	2.12E-06	1.240110372	0.299569555	4.139640868	3.48E-05	0.000586067
TLR3	ENSG00000164342	1.990129046	0.36532178	5.447605796	5.11E-08	3.88E-06	1.390270719	0.310595631	4.476143843	7.60E-06	0.000172653
NNMT	ENSG00000166741	1.979010917	0.492854344	4.015407269	5.93E-05	0.00125452	2.503400473	0.929943093	2.691993188	0.00710264	0.034637957
ANKRD22	ENSG00000152766	1.976318986	0.580117791	3.406754656	0.000657402	0.007450281	2.384244457	0.433561649	5.499205159	3.82E-08	2.02E-06
MIR155HG	ENSG00000234883	1.974786346	0.510461228	3.868631422	0.000109448	0.002000776	2.38114277	0.494642122	4.813869792	1.48E-06	4.52E-05
FCGR1B	ENSG00000198019	1.974622642	0.456442383	4.326115884	1.52E-05	0.000435333	2.238914961	0.312045107	7.174972167	7.23E-13	1.21E-10
PARP9	ENSG00000138496	1.959356726	0.216255877	9.060362889	1.30E-19	8.03E-17	1.774167755	0.260117057	6.820651336	9.06E-12	1.23E-09
LGALS9	ENSG00000168961	1.952114687	0.362501814	5.385117016	7.24E-08	5.16E-06	1.33315254	0.252771089	5.274149601	1.33E-07	5.94E-06
GTSF1	ENSG00000170627	1.94663222	0.508089721	3.831276519	0.00012748	0.002235635	3.113794604	0.611839227	5.089236626	3.60E-07	1.36E-05
RN7SK	ENSG00000202198	1.943433763	0.57441362	3.383335103	0.000716112	0.007935485	1.564894276	0.292767515	5.345177308	9.03E-08	4.27E-06
DYNLT1	ENSG00000146425	1.943375457	0.299262177	6.493889334	8.36E-11	1.48E-08	1.484077789	0.33790002	4.392061861	1.12E-05	0.000239301
LIPC	ENSG00000166035	1.941170222	0.40759588	4.762487347	1.91E-06	8.05E-05	1.793986617	0.382922845	4.684981957	2.80E-06	7.83E-05
SLC10A2	ENSG00000125255	1.924512103	0.422158582	4.558742105	5.15E-06	0.000178081	3.289434121	0.368960488	8.915410273	4.86E-19	1.94E-16
CH25H	ENSG00000138135	1.922319114	0.604949027	3.177654692	0.001484715	0.013466535	2.051337384	0.545385831	3.761259035	0.00016906	0.002036058
DRAXIN	ENSG00000162490	1.909103371	0.391465207	4.876814938	1.08E-06	5.12E-05	1.171277714	0.402312444	2.911363372	0.003598552	0.02090882
DDX60	ENSG00000137628	1.906266405	0.255531274	7.460012142	8.65E-14	2.76E-11	1.907308068	0.257624297	7.403447916	1.33E-13	2.42E-11
SIGLEC14	ENSG00000254415	1.900579427	0.651066293	2.919179579	0.00350954	0.024571301	2.32748617	0.433810513	5.365213839	8.09E-08	3.87E-06
CCL3L1	ENSG00000276085	1.893517666	0.655137406	2.890260348	0.003849229	0.026232891	2.203340735	0.490040425	4.496242807	6.92E-06	0.000159856
CCL3L3	ENSG00000276085	1.893517666	0.655137406	2.890260348	0.003849229	0.026232891	2.203340735	0.490040425	4.496242807	6.92E-06	0.000159856
C1S	ENSG00000182326	1.893429577	0.280324866	6.754411777	1.43E-11	3.12E-09	1.707174879	0.260497733	6.553511473	5.62E-11	6.27E-09
SP100	ENSG00000067066	1.890357679	0.267818851	7.058344362	1.68E-12	4.36E-10	1.314475745	0.278088169	4.726830887	2.28E-06	6.56E-05
LRCH2	ENSG00000130224	1.87787003	0.297964419	6.302329772	2.93E-10	4.35E-08	1.539466848	0.343954802	4.475782392	7.61E-06	0.000172773
PARP12	ENSG00000059378	1.877500984	0.317660775	5.910396027	3.41E-09	3.68E-07	1.536987546	0.229199927	6.705881478	2.00E-11	2.48E-09
PCDH11Y	ENSG00000099715	1.871674048	0.501451207	3.732514796	0.000189578	0.002980251	1.958231853	0.588505685	3.327464632	0.000876401	0.007240887
PLEKHA4	ENSG00000105559	1.86944086	0.292034361	6.401441434	1.54E-10	2.52E-08	0.876510255	0.252149458	3.476153633	0.000508661	0.004790293
CHAC2	ENSG00000143942	1.865199971	0.32263451	5.781154574	7.42E-09	7.46E-07	2.430233968	0.474066949	5.126351826	2.95E-07	1.16E-05
LY96	ENSG00000154589	1.858581106	0.36765414	5.055243236	4.30E-07	2.35E-05	2.96642819	0.379521633	7.816229512	5.44E-15	1.26E-12
LUZP2	ENSG00000187398	1.857048626	0.580516401	3.198959793	0.001379244	0.012809287	1.087615943	0.422642344	2.573371924	0.010071291	0.044958372
CD68	ENSG00000129226	1.85607125	0.508008259	3.653624164	0.000258565	0.003776295	2.455047983	0.248587059	9.87600882	5.29E-23	3.65E-20
NR4A3	ENSG00000119508	1.855756963	0.387172597	4.793099974	1.64E-06	7.10E-05	2.29920705	0.272031283	8.451995013	2.86E-17	9.18E-15
LGALS3BP	ENSG00000108679	1.855132975	0.363473592	5.103900296	3.33E-07	1.89E-05	1.339122806	0.274691083	4.875013738	1.09E-06	3.53E-05
TFPI2	ENSG00000105825	1.850897875	0.435513185	4.249923858	2.14E-05	0.0005591	1.510716302	0.353867116	4.269162732	1.96E-05	0.000369098
NPFFR2	ENSG00000056291	1.850654067	0.564699898	3.277234643	0.001048292	0.01051971	2.176287351	0.725121222	3.001273836	0.002688527	0.016914385
SRGN	ENSG00000122862	1.847723228	0.433542447	4.261920006	2.03E-05	0.000538196	2.877877876	0.385588338	7.463601959	8.42E-14	1.56E-11
SHISAL2B	ENSG00000145642	1.845576378	0.512546017	3.600801329	0.000317238	0.004392339	1.581953107	0.506161766	3.125390369	0.001775692	0.012470853
CXCL13	ENSG00000156234	1.840968479	0.533076893	3.453476416	0.000553411	0.006551893	4.482066774	1.329052081	3.372378584	0.000745219	0.006398598
ANGPTL1	ENSG00000116194	1.83339635	0.228205815	8.033959824	9.44E-16	4.14E-13	1.251110747	0.2547492	4.91114691	9.05E-07	3.01E-05
FOSL1	ENSG00000175592	1.830090052	0.584001584	3.133707343	0.001726129	0.014980926	1.965186065	0.501277709	3.920353985	8.84E-05	0.001227542
MYD88	ENSG00000172936	1.827660688	0.32028823	5.706299871	1.15E-08	1.11E-06	1.47526792	0.2263567	6.517447552	7.15E-11	7.71E-09
RPL17-C18orf32	ENSG00000215472	1.826237709	0.296677285	6.155637116	7.48E-10	9.72E-08	1.373861436	0.334823363	4.103242449	4.07E-05	0.000665225
ZNFX1	ENSG00000124201	1.818384578	0.319354005	5.693946366	1.24E-08	1.18E-06	1.163452492	0.242001241	4.807630266	1.53E-06	4.64E-05
BAAT	ENSG00000136881	1.812751229	0.620562181	2.92114358	0.003487491	0.024467377	1.583336375	0.375145501	4.220592733	2.44E-05	0.00043913
FPR1	ENSG00000171051	1.811860183	0.608541603	2.977380964	0.002907225	0.021583703	2.72662409	0.382852235	7.121870636	1.06E-12	1.71E-10
LOC101928228	ENSG00000236120	1.805506835	0.402174158	4.489365617	7.14E-06	0.000232959	3.21662804	0.448804686	7.167099951	7.66E-13	1.27E-10
PFDN4	ENSG00000101132	1.803133334	0.293296176	6.147824226	7.86E-10	1.01E-07	1.738883964	0.290969753	5.976167434	2.28E-09	1.75E-07
CHROMR	ENSG00000223960	1.801206008	0.281400192	6.400869863	1.54E-10	2.52E-08	1.12948193	0.284209095	3.974123104	7.06E-05	0.001022828
IL10	ENSG00000136634	1.795635953	0.589276498	3.047187455	0.002309936	0.018347782	2.651184684	0.386400315	6.861238418	6.83E-12	9.36E-10
LINC02285	ENSG00000259004	1.791640047	0.589002654	3.04181999	0.002351525	0.018553346	2.188347727	0.803462798	2.723645369	0.006456579	0.032131666
LAP3	ENSG00000002549	1.786761839	0.347592656	5.140390078	2.74E-07	1.63E-05	1.646652225	0.307009064	5.363529674	8.16E-08	3.89E-06
ACKR4	ENSG00000129048	1.778163662	0.352408138	5.045750853	4.52E-07	2.45E-05	1.270454364	0.372366129	3.41184191	0.000645255	0.005728276
PTGS2	ENSG00000073756	1.772635539	0.376756523	4.704989643	2.54E-06	0.000100828	1.402067382	0.299618226	4.679512995	2.88E-06	8.01E-05
RNF138	ENSG00000134758	1.769681639	0.266268271	6.646235521	3.01E-11	5.92E-09	1.790999323	0.280501651	6.384986736	1.71E-10	1.70E-08
SLCO5A1	ENSG00000137571	1.769409196	0.479000493	3.693961114	0.000220788	0.003339658	1.579793561	0.420961702	3.752820159	0.000174856	0.002090378
SNRPG	ENSG00000143977	1.763607845	0.258320723	6.827202349	8.66E-12	1.93E-09	1.558441588	0.333150868	4.677885417	2.90E-06	8.07E-05
VSIG10L	ENSG00000186806	1.761957389	0.293398826	6.0053321	1.91E-09	2.24E-07	0.797798724	0.262796127	3.035808536	0.002398916	0.015539026
CKS2	ENSG00000123975	1.75928873	0.238719576	7.369687734	1.71E-13	5.28E-11	2.138632136	0.276306914	7.740060151	9.94E-15	2.24E-12
APOBEC3G	ENSG00000239713	1.758734267	0.354684949	4.958581615	7.10E-07	3.64E-05	1.639908949	0.348773722	4.70192805	2.58E-06	7.29E-05
PARP14	ENSG00000173193	1.757923002	0.276066121	6.367760711	1.92E-10	3.05E-08	1.35296018	0.202342617	6.68648158	2.29E-11	2.77E-09
PLAAT4	ENSG00000133321	1.755639119	0.338919302	5.180109569	2.22E-07	1.35E-05	1.389119589	0.355554336	3.906912242	9.35E-05	0.001284165
BATF3	ENSG00000123685	1.752998487	0.367660194	4.767985532	1.86E-06	7.92E-05	1.692995506	0.383326192	4.416592294	1.00E-05	0.000217962
CGAS	ENSG00000164430	1.751897752	0.385896262	4.539815293	5.63E-06	0.000191425	1.684356611	0.300141553	5.611874115	2.00E-08	1.16E-06
CASP5	ENSG00000137757	1.749811495	0.645556803	2.710546133	0.00671725	0.039099869	2.321723015	0.476739464	4.870003833	1.12E-06	3.60E-05
LRRTM2	ENSG00000146006	1.745202631	0.361288899	4.830490597	1.36E-06	6.14E-05	0.984353471	0.35280989	2.790039336	0.005270164	0.027729882
HAPLN3	ENSG00000140511	1.744583315	0.482435284	3.616201741	0.000298957	0.004192658	1.835843485	0.414647012	4.427485144	9.53E-06	0.000209064
H2AC20	ENSG00000184260	1.740512313	0.403116363	4.317642435	1.58E-05	0.000444983	1.378495096	0.522145169	2.640060998	0.008289111	0.038910324
CCR7	ENSG00000126353	1.731888321	0.592232796	2.924337071	0.003451907	0.024353907	2.306715068	0.461834134	4.994682936	5.89E-07	2.08E-05
IRF1-AS1	ENSG00000197536	1.728176164	0.286936142	6.02285982	1.71E-09	2.04E-07	0.903032477	0.260965789	3.460348115	0.000539477	0.005012076
VCAM1	ENSG00000162692	1.727831819	0.374678157	4.611509333	4.00E-06	0.000145763	1.777450067	0.395896877	4.489679429	7.13E-06	0.000164501
CHMP5	ENSG00000086065	1.724903549	0.223717925	7.710171405	1.26E-14	4.55E-12	1.509129198	0.26981658	5.593167014	2.23E-08	1.27E-06
H2BC11	ENSG00000124635	1.723767869	0.492449997	3.500391674	0.000464575	0.005797051	1.935126811	0.482312982	4.012180645	6.02E-05	0.000905071
BCO1	ENSG00000135697	1.722760467	0.48809596	3.529552812	0.000416263	0.005351526	1.502382566	0.36642707	4.100086182	4.13E-05	0.000671953
ZCCHC2	ENSG00000141664	1.717086447	0.250642014	6.850752674	7.35E-12	1.66E-09	1.494102743	0.230482564	6.482497927	9.02E-11	9.33E-09
B2M	ENSG00000166710	1.717074199	0.295046009	5.819682846	5.90E-09	6.09E-07	1.761766311	0.379522431	4.642061088	3.45E-06	9.28E-05
PDGFRL	ENSG00000104213	1.71351458	0.336896689	5.086172212	3.65E-07	2.05E-05	1.350934504	0.348195873	3.879811931	0.000104537	0.001393953
IGF1	ENSG00000017427	1.711494596	0.334266833	5.120144835	3.05E-07	1.78E-05	0.991733706	0.276978251	3.580547211	0.000342875	0.003544291
CCL13	ENSG00000181374	1.702921797	0.48209483	3.532337814	0.000411903	0.005306569	2.25167209	0.294748528	7.639298853	2.18E-14	4.78E-12
BAZ1A	ENSG00000198604	1.696179165	0.367778262	4.611961441	3.99E-06	0.000145642	0.986392942	0.275316343	3.582762036	0.00033998	0.00352076
HDX	ENSG00000165259	1.68630959	0.250694874	6.726541968	1.74E-11	3.66E-09	1.477005693	0.298778438	4.943481546	7.67E-07	2.60E-05
THEMIS2	ENSG00000130775	1.683003128	0.429561248	3.917958462	8.93E-05	0.001716837	1.729658058	0.271129748	6.379447732	1.78E-10	1.75E-08
GPR180	ENSG00000152749	1.682905916	0.242209033	6.948155042	3.70E-12	8.82E-10	1.368717295	0.248577026	5.506209944	3.67E-08	1.96E-06
TAP2	ENSG00000204267	1.673100331	0.353124533	4.737989502	2.16E-06	8.83E-05	1.153238534	0.248692904	4.637199198	3.53E-06	9.47E-05
KLHL28	ENSG00000179454	1.668332794	0.277758054	6.006424558	1.90E-09	2.23E-07	1.781138544	0.307109639	5.799682982	6.64E-09	4.47E-07
NLGN1	ENSG00000169760	1.664761707	0.367636714	4.528279262	5.95E-06	0.000199925	1.256399414	0.342162502	3.671937767	0.000240718	0.002691168
COL10A1	ENSG00000123500	1.656673225	0.599642234	2.762769417	0.005731324	0.034853686	1.339997078	0.309210818	4.33360349	1.47E-05	0.000294697
CEACAM1	ENSG00000079385	1.653251455	0.425909065	3.881700559	0.000103729	0.00191166	1.093014956	0.316364309	3.454924989	0.000550446	0.00509676
TM4SF4	ENSG00000169903	1.652018852	0.577019476	2.863020954	0.004196228	0.027941738	2.637119941	0.576469989	4.574600575	4.77E-06	0.000121754
MDK	ENSG00000110492	1.650912925	0.24952665	6.616178783	3.69E-11	7.10E-09	0.748150785	0.198284771	3.773112678	0.000161223	0.001960346
FBXO6	ENSG00000116663	1.648954466	0.374393192	4.404338812	1.06E-05	0.000323501	1.582188383	0.309747097	5.108000681	3.26E-07	1.25E-05
SLFN5	ENSG00000166750	1.646785932	0.271703815	6.060959925	1.35E-09	1.65E-07	1.372587591	0.322531657	4.255667814	2.08E-05	0.000387766
FMR1	ENSG00000102081	1.646597756	0.293530505	5.609630787	2.03E-08	1.79E-06	1.344070706	0.2787063	4.822534351	1.42E-06	4.39E-05
BLZF1	ENSG00000117475	1.646504829	0.290421416	5.669364371	1.43E-08	1.33E-06	1.474639557	0.283492427	5.201689408	1.97E-07	8.25E-06
FPR3	ENSG00000187474	1.646441004	0.406447479	4.050808748	5.10E-05	0.001110999	2.621404518	0.323779975	8.096252768	5.67E-16	1.63E-13
SCAMP1-AS1	ENSG00000245556	1.645791204	0.317383098	5.185503624	2.15E-07	1.32E-05	0.916797542	0.250832605	3.655017422	0.000257165	0.002836368
CCL4	ENSG00000275302	1.64494036	0.597142643	2.754685803	0.005874852	0.03554351	1.733177822	0.462207548	3.749782598	0.000176988	0.00211339
PIK3AP1	ENSG00000155629	1.636962257	0.466603839	3.508248581	0.000451067	0.005662092	2.327760756	0.329668078	7.060922509	1.65E-12	2.58E-10
LIX1	ENSG00000145721	1.635284943	0.459581815	3.558202018	0.000373402	0.004952271	1.793069571	0.424042214	4.22851667	2.35E-05	0.000426858
ACSM5	ENSG00000183549	1.631447781	0.457766769	3.563927947	0.000365346	0.004876969	1.188548564	0.403344601	2.9467323	0.003211511	0.01923189
IL15RA	ENSG00000134470	1.629439454	0.389003006	4.188757999	2.80E-05	0.000691414	1.084672979	0.278465554	3.895178286	9.81E-05	0.001328506
ZCCHC10	ENSG00000155329	1.628085258	0.265440554	6.133521181	8.60E-10	1.09E-07	1.634868109	0.312933732	5.224326886	1.75E-07	7.49E-06
GZMB	ENSG00000100453	1.627833045	0.461577619	3.526672394	0.000420817	0.00539476	2.036125537	0.479083579	4.250042425	2.14E-05	0.000395844
CADM3	ENSG00000162706	1.627390107	0.510068775	3.190530743	0.001420117	0.013043913	1.895220626	0.515959842	3.673194061	0.000239537	0.002679288
UBBP4	ENSG00000263563	1.623453064	0.331903231	4.891344562	1.00E-06	4.87E-05	1.016530729	0.306328043	3.318438364	0.000905223	0.007415336
PARP10	ENSG00000178685	1.621505486	0.303216146	5.347688462	8.91E-08	6.13E-06	1.094678793	0.256335522	4.270491982	1.95E-05	0.000367817
PSMB8	ENSG00000204264	1.619458626	0.298848612	5.418993301	5.99E-08	4.38E-06	1.557343933	0.307072471	5.071584329	3.95E-07	1.46E-05
RPL22L1	ENSG00000163584	1.616720443	0.284256231	5.687546195	1.29E-08	1.22E-06	1.734974956	0.320525883	5.412901267	6.20E-08	3.06E-06
CXorf21	ENSG00000120280	1.609486708	0.458783738	3.508159887	0.000451218	0.005662092	2.065369324	0.388190158	5.320509241	1.03E-07	4.77E-06
CSPG5	ENSG00000114646	1.609486304	0.423414985	3.801202987	0.000143995	0.002443616	1.392854853	0.32873571	4.237005017	2.27E-05	0.000414142
FUOM	ENSG00000148803	1.607130928	0.336321009	4.778562401	1.77E-06	7.58E-05	1.759891744	0.353797131	4.974296253	6.55E-07	2.27E-05
GLRX	ENSG00000173221	1.597803764	0.296543164	5.38809846	7.12E-08	5.10E-06	1.813456241	0.365097861	4.967041536	6.80E-07	2.34E-05
SLC25A28	ENSG00000155287	1.596858967	0.269044394	5.935299154	2.93E-09	3.20E-07	0.905176134	0.260012279	3.481282261	0.000499019	0.004726699
PIN4	ENSG00000102309	1.596014584	0.269189552	5.928961858	3.05E-09	3.31E-07	1.196560219	0.282647851	4.233395784	2.30E-05	0.0004195
ABRACL	ENSG00000146386	1.594172546	0.325957554	4.890736627	1.00E-06	4.87E-05	2.05490686	0.340065902	6.042672462	1.52E-09	1.21E-07
TICAM2	ENSG00000243414	1.593750203	0.333661914	4.77654217	1.78E-06	7.63E-05	1.72306219	0.366097319	4.706568721	2.52E-06	7.15E-05
TRIM38	ENSG00000112343	1.590926283	0.332216532	4.788823335	1.68E-06	7.23E-05	0.877556292	0.258499959	3.394802441	0.000686781	0.006010195
APOBEC3B	ENSG00000179750	1.58962908	0.3857206	4.121193111	3.77E-05	0.000880387	1.650240451	0.282004139	5.851830613	4.86E-09	3.43E-07
PCDH17	ENSG00000118946	1.589132028	0.343723962	4.623279731	3.78E-06	0.000139792	1.252880319	0.280494877	4.466678079	7.94E-06	0.000179524
XAF1	ENSG00000132530	1.583972911	0.241677544	6.554075673	5.60E-11	1.03E-08	1.215646209	0.209676062	5.797734832	6.72E-09	4.51E-07
SELL	ENSG00000188404	1.58172592	0.573856676	2.756308303	0.005845787	0.035430789	2.47008811	0.831550357	2.970461248	0.002973529	0.018138102
PSMA4	ENSG00000041357	1.576420177	0.295508861	5.334595287	9.58E-08	6.52E-06	1.161077967	0.295393228	3.930618098	8.47E-05	0.001184627
LINC00487	ENSG00000205837	1.575758509	0.39681332	3.971032293	7.16E-05	0.001449648	1.527969845	0.413882525	3.691795984	0.000222676	0.002531744
MMP7	ENSG00000137673	1.5736917	0.307397636	5.119400792	3.07E-07	1.78E-05	3.073111937	0.230522174	13.33109039	1.53E-40	3.86E-37
BRIP1	ENSG00000136492	1.569671044	0.334569187	4.691618676	2.71E-06	0.000106712	1.509448847	0.296830191	5.085226819	3.67E-07	1.39E-05
GREM1	ENSG00000166923	1.568049758	0.232994327	6.729991146	1.70E-11	3.60E-09	1.839126699	0.4767486	3.857644679	0.000114485	0.001500234
C4orf33	ENSG00000151470	1.566115217	0.217560636	7.198522867	6.09E-13	1.67E-10	1.247949528	0.258628625	4.825256786	1.40E-06	4.35E-05
IKZF2	ENSG00000030419	1.564051897	0.307636008	5.084098924	3.69E-07	2.07E-05	1.954050502	0.314806932	6.207139374	5.40E-10	4.72E-08
XCL2	ENSG00000143185	1.562929958	0.504752034	3.096431222	0.001958653	0.016447236	1.31700449	0.51428484	2.560846417	0.010441751	0.04615051
UNC93B1	ENSG00000110057	1.562291194	0.400866264	3.897287786	9.73E-05	0.001822416	1.072006913	0.369866636	2.898360672	0.003751189	0.021556317
KCNT2	ENSG00000162687	1.562223366	0.298933499	5.225989636	1.73E-07	1.10E-05	1.481028874	0.252382247	5.868197518	4.41E-09	3.14E-07
IGFBP3	ENSG00000146674	1.561690625	0.378932433	4.121290469	3.77E-05	0.000880387	1.501280395	0.467409342	3.211917824	0.001318521	0.00992466
TENT4B	ENSG00000121274	1.560049462	0.338557541	4.607930029	4.07E-06	0.000148096	1.011818475	0.245386121	4.123372876	3.73E-05	0.000620783
