SYMBOL	Ensembl_IDs	log2FoldChange	lfcSE	stat	pvalue	padj
OLR1	ENSG00000173391	2.220496689	0.394164282	5.633429489	1.77E-08	1.04E-06
CD200R1	ENSG00000163606	2.217811118	0.407965897	5.436265961	5.44E-08	2.75E-06
TREM2	ENSG00000095970	2.213642561	0.24383722	9.078362053	1.10E-19	5.02E-17
MMP1	ENSG00000196611	2.213615802	0.452998745	4.886582638	1.03E-06	3.35E-05
ALOX5AP	ENSG00000132965	2.212578351	0.503467347	4.394680933	1.11E-05	0.000237433
TPSAB1	ENSG00000172236	2.206478203	0.459003916	4.807101041	1.53E-06	4.65E-05
CCL3L1	ENSG00000276085	2.203340735	0.490040425	4.496242807	6.92E-06	0.000159856
CCL3L3	ENSG00000276085	2.203340735	0.490040425	4.496242807	6.92E-06	0.000159856
C1QA	ENSG00000173372	2.196132852	0.24206148	9.07262425	1.16E-19	5.19E-17
GCH1	ENSG00000131979	2.190330128	0.341423336	6.415291221	1.41E-10	1.41E-08
LINC02285	ENSG00000259004	2.188347727	0.803462798	2.723645369	0.006456579	0.032131666
LTA	ENSG00000226979	2.184139238	0.554769205	3.937023213	8.25E-05	0.001158442
NA	ENSG00000272851	2.177259901	0.375995471	5.79065459	7.01E-09	4.68E-07
NPFFR2	ENSG00000056291	2.176287351	0.725121222	3.001273836	0.002688527	0.016914385
TRIM21	ENSG00000132109	2.173068761	0.329565118	6.593746259	4.29E-11	4.88E-09
C1R	ENSG00000159403	2.168007586	0.290714713	7.457508994	8.82E-14	1.62E-11
RHOH	ENSG00000168421	2.165474686	0.445273285	4.863248612	1.15E-06	3.70E-05
NA	ENSG00000228863	2.162490897	0.684601727	3.158757582	0.001584432	0.011432171
ATP6V0D2	ENSG00000147614	2.154617428	0.395890901	5.442452512	5.26E-08	2.66E-06
NA	ENSG00000229056	2.146837495	0.551317767	3.894011085	9.86E-05	0.001329543
CKS2	ENSG00000123975	2.138632136	0.276306914	7.740060151	9.94E-15	2.24E-12
BST2	ENSG00000130303	2.134264969	0.273010856	7.817509518	5.39E-15	1.26E-12
NA	ENSG00000211776	2.134098481	0.687385399	3.104660767	0.001904974	0.013127766
NA	ENSG00000280755	2.131795416	0.391239314	5.448827196	5.07E-08	2.59E-06
GPA33	ENSG00000143167	2.128215135	0.552302613	3.853349751	0.000116513	0.001520679
CAPG	ENSG00000042493	2.127979967	0.329927841	6.449834479	1.12E-10	1.14E-08
NA	ENSG00000211734	2.126560052	0.599302391	3.548392404	0.00038759	0.003896789
NA	ENSG00000259834	2.120858017	0.486964738	4.355259939	1.33E-05	0.000270355
LINC02273	ENSG00000245954	2.11888671	0.608649999	3.481289268	0.000499006	0.004726699
NA	ENSG00000211745	2.116545506	0.81310865	2.603029135	0.00924041	0.042261024
HRH4	ENSG00000134489	2.116213494	0.728651011	2.904289519	0.003680876	0.021243433
TYROBP	ENSG00000011600	2.105038909	0.315554082	6.670929111	2.54E-11	3.06E-09
PI4K2B	ENSG00000038210	2.10461277	0.287529873	7.319631687	2.49E-13	4.40E-11
NA	ENSG00000211747	2.102558346	0.603946021	3.481367993	0.00049886	0.004726699
NA	ENSG00000232004	2.100626028	0.733015735	2.865731156	0.004160474	0.023210958
VSIG1	ENSG00000101842	2.097887218	0.404216534	5.190008431	2.10E-07	8.66E-06
UGT2A3	ENSG00000135220	2.092508945	0.636240182	3.288866381	0.001005918	0.008019859
CYTIP	ENSG00000115165	2.0899528	0.467471281	4.470761919	7.79E-06	0.000176703
ELAVL4	ENSG00000162374	2.086376543	0.44323527	4.707153704	2.51E-06	7.15E-05
NA	ENSG00000281344	2.074253079	0.29072309	7.13480679	9.69E-13	1.60E-10
NA	ENSG00000230099	2.0740371	0.766013073	2.707574025	0.006777695	0.033385393
CLEC2B	ENSG00000110852	2.073846732	0.399108408	5.196199055	2.03E-07	8.45E-06
NA	ENSG00000211706	2.072759378	0.646735251	3.204958097	0.001350821	0.010094353
SECTM1	ENSG00000141574	2.069625434	0.258001309	8.021763316	1.04E-15	2.76E-13
CXorf21	ENSG00000120280	2.065369324	0.388190158	5.320509241	1.03E-07	4.77E-06
NA	ENSG00000234431	2.058825153	0.668031785	3.081926936	0.002056653	0.013908877
ABRACL	ENSG00000146386	2.05490686	0.340065902	6.042672462	1.52E-09	1.21E-07
NA	ENSG00000211802	2.054351792	0.50201011	4.092251833	4.27E-05	0.000691578
TNFAIP6	ENSG00000123610	2.053957558	0.383247717	5.35934714	8.35E-08	3.97E-06
NA	ENSG00000256262	2.052015475	0.544881684	3.76598358	0.000165895	0.002004297
CH25H	ENSG00000138135	2.051337384	0.545385831	3.761259035	0.00016906	0.002036058
NA	ENSG00000240350	2.04318556	0.518467648	3.940815915	8.12E-05	0.001144512
TMIGD3	ENSG00000121933	2.042526826	0.299916723	6.810313221	9.74E-12	1.31E-09
CARD8-AS1	ENSG00000268001	2.0388942	0.384836093	5.298084657	1.17E-07	5.32E-06
CCR6	ENSG00000112486	2.038746837	0.633790604	3.216751441	0.001296509	0.009787563
STAT1	ENSG00000115415	2.037644626	0.297787563	6.842611573	7.78E-12	1.06E-09
GZMB	ENSG00000100453	2.036125537	0.479083579	4.250042425	2.14E-05	0.000395844
ACP5	ENSG00000102575	2.034426066	0.288956923	7.040585993	1.91E-12	2.87E-10
MS4A6A	ENSG00000110077	2.033808358	0.342211801	5.943127478	2.80E-09	2.09E-07
IFI27	ENSG00000165949	2.031006525	0.287755869	7.058088963	1.69E-12	2.61E-10
NA	ENSG00000211807	2.026356231	0.729544804	2.777562419	0.005476832	0.02850758
EIF2AK2	ENSG00000055332	2.023491838	0.276992906	7.305211768	2.77E-13	4.81E-11
TPSD1	ENSG00000095917	2.02207185	0.509860906	3.965928409	7.31E-05	0.001049274
RND1	ENSG00000172602	2.019682195	0.357595099	5.647958259	1.62E-08	9.65E-07
APOL6	ENSG00000221963	2.018609576	0.304615588	6.626744192	3.43E-11	4.03E-09
NA	ENSG00000211810	2.018039904	0.779840003	2.587761458	0.009660185	0.043697364
NA	ENSG00000232295	2.017805298	0.490800679	4.111252053	3.94E-05	0.000647203
SLC31A2	ENSG00000136867	2.012490886	0.321834448	6.253186696	4.02E-10	3.62E-08
NA	ENSG00000211803	2.007451434	0.630910664	3.181831516	0.001463469	0.010738713
GPR141	ENSG00000187037	2.005333449	0.517928475	3.871834711	0.000108019	0.001430327
CXCL2	ENSG00000081041	2.002525606	0.446249627	4.487456091	7.21E-06	0.000165861
CTSC	ENSG00000109861	2.001367512	0.302236364	6.621862057	3.55E-11	4.14E-09
CD226	ENSG00000150637	2.001020884	0.444896014	4.497727157	6.87E-06	0.000159366
BATF2	ENSG00000168062	2.00008418	0.214309533	9.332688786	1.03E-20	5.22E-18
NA	ENSG00000175800	1.997814523	0.637386544	3.13438453	0.00172215	0.012181349
AADAC	ENSG00000114771	1.996209342	0.38232504	5.221236211	1.78E-07	7.59E-06
ACSL6	ENSG00000164398	1.99386905	0.524208907	3.803577205	0.000142622	0.001791584
NCOA7	ENSG00000111912	1.993636862	0.283856186	7.023404666	2.17E-12	3.22E-10
ADCYAP1	ENSG00000141433	1.983718634	0.594581701	3.336326411	0.000848934	0.007050355
XAGE2	ENSG00000155622	1.977239691	0.507717675	3.894368445	9.85E-05	0.0013292
NA	ENSG00000150526	1.976682176	0.632855049	3.123435895	0.001787528	0.012538586
NA	ENSG00000237181	1.976566193	0.410621274	4.813599095	1.48E-06	4.52E-05
SH2D1A	ENSG00000183918	1.971547108	0.46067938	4.2796513	1.87E-05	0.000355789
CD38	ENSG00000004468	1.970581406	0.369212493	5.33725549	9.44E-08	4.43E-06
NA	ENSG00000251537	1.966528295	0.588901218	3.339317758	0.000839844	0.006999831
FOSL1	ENSG00000175592	1.965186065	0.501277709	3.920353985	8.84E-05	0.001227542
GCSAML	ENSG00000169224	1.96500628	0.430178082	4.567890281	4.93E-06	0.000124737
KBTBD8	ENSG00000163376	1.961584631	0.341073451	5.751208791	8.86E-09	5.76E-07
PCDH11Y	ENSG00000099715	1.958231853	0.588505685	3.327464632	0.000876401	0.007240887
CTLA4	ENSG00000163599	1.956775332	0.355982273	5.496833639	3.87E-08	2.04E-06
HSH2D	ENSG00000196684	1.956047916	0.331296315	5.904224783	3.54E-09	2.59E-07
IKZF2	ENSG00000030419	1.954050502	0.314806932	6.207139374	5.40E-10	4.72E-08
GIMAP2	ENSG00000106560	1.952232435	0.396630563	4.922042361	8.56E-07	2.87E-05
CD53	ENSG00000143119	1.951438445	0.405012478	4.818218081	1.45E-06	4.46E-05
NPL	ENSG00000135838	1.950709374	0.255569274	7.632800871	2.30E-14	4.98E-12
CORO1A	ENSG00000102879	1.950243489	0.419617541	4.647669123	3.36E-06	9.06E-05
NA	ENSG00000238025	1.949545174	0.697914257	2.793387806	0.005215912	0.027526607
CLECL1	ENSG00000184293	1.947896687	0.454295084	4.28773446	1.81E-05	0.000346007
NA	ENSG00000277511	1.946053115	0.333732603	5.831174705	5.50E-09	3.82E-07
FLRT3	ENSG00000125848	1.945089117	0.206388054	9.424426861	4.32E-21	2.34E-18
NA	ENSG00000279185	1.943882379	0.754451284	2.576551223	0.009979142	0.044718138
KRT13	ENSG00000171401	1.9382825	0.686877793	2.821873875	0.004774395	0.025727931
GZMM	ENSG00000197540	1.937578337	0.532355712	3.639630969	0.000273029	0.002980306
DMBT1	ENSG00000187908	1.936568346	0.302327196	6.405538	1.50E-10	1.50E-08
NA	ENSG00000267740	1.935656224	0.359491185	5.384433068	7.27E-08	3.51E-06
H2BC11	ENSG00000124635	1.935126811	0.482312982	4.012180645	6.02E-05	0.000905071
SLC16A7	ENSG00000118596	1.927736412	0.301843994	6.38653229	1.70E-10	1.69E-08
CCDC152	ENSG00000198865	1.926551946	0.379862924	5.071703032	3.94E-07	1.46E-05
FKBP5	ENSG00000096060	1.926067876	0.368763356	5.223045741	1.76E-07	7.53E-06
ATF3	ENSG00000162772	1.924573668	0.270990098	7.102007346	1.23E-12	1.94E-10
NA	ENSG00000229047	1.923622845	0.569995085	3.374806022	0.000738677	0.006366442
GBP1	ENSG00000117228	1.923055333	0.345912164	5.559374703	2.71E-08	1.50E-06
SIGLEC1	ENSG00000088827	1.917578132	0.214250336	8.950175618	3.55E-19	1.50E-16
GSDMC	ENSG00000147697	1.916845825	0.612055712	3.131815923	0.001737288	0.012276976
NA	ENSG00000279296	1.915786892	0.271621166	7.053157593	1.75E-12	2.69E-10
VSTM1	ENSG00000189068	1.915420438	0.719463536	2.662289806	0.007761103	0.037112784
GBA3	ENSG00000249948	1.909855423	0.602742601	3.168608654	0.001531705	0.011124654
PVRIG	ENSG00000213413	1.909222895	0.486871478	3.921410434	8.80E-05	0.001223314
DDX60	ENSG00000137628	1.907308068	0.257624297	7.403447916	1.33E-13	2.42E-11
LY86	ENSG00000112799	1.906962674	0.36232214	5.263169048	1.42E-07	6.22E-06
UBE2D1	ENSG00000072401	1.906794779	0.284830589	6.69448737	2.16E-11	2.63E-09
SOD2	ENSG00000112096	1.904923514	0.272003414	7.003307367	2.50E-12	3.60E-10
NA	ENSG00000277734	1.902122855	0.449383169	4.232741649	2.31E-05	0.000420386
QPCT	ENSG00000115828	1.901540544	0.328918015	5.781199135	7.42E-09	4.92E-07
PSMB9	ENSG00000240065	1.900224503	0.36850143	5.156627222	2.51E-07	1.01E-05
NA	ENSG00000211793	1.897777746	0.729619554	2.601051103	0.009293861	0.042445891
CADM3	ENSG00000162706	1.895220626	0.515959842	3.673194061	0.000239537	0.002679288
MEP1A	ENSG00000112818	1.890804424	0.558916349	3.382982848	0.000717031	0.006222288
CD3G	ENSG00000160654	1.890704455	0.464570425	4.069790832	4.71E-05	0.000747435
CCR3	ENSG00000183625	1.889886844	0.697254258	2.710470136	0.00671879	0.033131086
MCUB	ENSG00000005059	1.887800851	0.414428445	4.555191314	5.23E-06	0.000130778
OTOA	ENSG00000155719	1.886880382	0.610508405	3.090670605	0.00199705	0.013609839
LIF	ENSG00000128342	1.881589702	0.469690968	4.006016365	6.18E-05	0.000921091
NA	ENSG00000279184	1.876219028	0.671029631	2.796030074	0.005173459	0.027360192
NA	ENSG00000211792	1.875377332	0.740389418	2.532960747	0.011310362	0.049018746
CRYBB1	ENSG00000100122	1.874955641	0.41465059	4.52177252	6.13E-06	0.000146163
MTHFD2	ENSG00000065911	1.872411409	0.351219035	5.33117862	9.76E-08	4.55E-06
RNVU1-29	ENSG00000273768	1.871568046	0.51095653	3.662871371	0.000249404	0.002765859
GPRIN3	ENSG00000185477	1.870543799	0.366194865	5.108055781	3.25E-07	1.25E-05
IFI30	ENSG00000216490	1.869342984	0.293450728	6.370210747	1.89E-10	1.84E-08
RHEX	ENSG00000263961	1.868608853	0.32788192	5.69902986	1.20E-08	7.35E-07
NA	ENSG00000274752	1.865512414	0.698492271	2.670770302	0.007567741	0.036410257
P2RY6	ENSG00000171631	1.863759259	0.236340129	7.885919607	3.12E-15	7.48E-13
CCR4	ENSG00000183813	1.862309065	0.471970587	3.945815943	7.95E-05	0.001124368
NA	ENSG00000228956	1.861617936	0.57684493	3.227241565	0.001249899	0.0095183
NA	ENSG00000211778	1.858742468	0.65643302	2.831579784	0.004631868	0.025114476
CD14	ENSG00000170458	1.857988531	0.192221046	9.665895431	4.21E-22	2.59E-19
CREG2	ENSG00000175874	1.856033096	0.508858071	3.647447495	0.000264858	0.002910604
NA	ENSG00000240535	1.854689671	0.67742717	2.737843644	0.006184347	0.031102101
NA	ENSG00000211721	1.852019673	0.609454514	3.038815254	0.002375105	0.015446323
ZNF267	ENSG00000185947	1.848914781	0.362207095	5.104579141	3.32E-07	1.27E-05
CD2	ENSG00000116824	1.847655308	0.44076953	4.191885284	2.77E-05	0.000487008
LAG3	ENSG00000089692	1.846634871	0.398634477	4.632401299	3.61E-06	9.66E-05
SPTSSA	ENSG00000165389	1.842394051	0.235315833	7.829452123	4.90E-15	1.16E-12
NA	ENSG00000230043	1.842141911	0.538887234	3.418418168	0.000629863	0.005624532
DRAP1	ENSG00000175550	1.840358849	0.33123155	5.556109762	2.76E-08	1.52E-06
GREM1	ENSG00000166923	1.839126699	0.4767486	3.857644679	0.000114485	0.001500234
BTLA	ENSG00000186265	1.837863814	0.552555817	3.326114319	0.000880658	0.007268295
HAPLN3	ENSG00000140511	1.835843485	0.414647012	4.427485144	9.53E-06	0.000209064
GRAP2	ENSG00000100351	1.832495548	0.389834665	4.700699332	2.59E-06	7.32E-05
TDRD7	ENSG00000196116	1.830271574	0.289530876	6.321507392	2.59E-10	2.46E-08
EBI3	ENSG00000105246	1.829149829	0.38613557	4.737066386	2.17E-06	6.29E-05
NA	ENSG00000186076	1.826534126	0.507238074	3.600940505	0.000317068	0.003341252
OSGIN1	ENSG00000140961	1.825300313	0.304622235	5.992012743	2.07E-09	1.60E-07
NA	ENSG00000211714	1.82440337	0.607020619	3.005504775	0.002651404	0.016727069
TRIM22	ENSG00000132274	1.818599994	0.282640067	6.434331873	1.24E-10	1.25E-08
RBM11	ENSG00000185272	1.814148704	0.396817458	4.571746195	4.84E-06	0.000123148
CALB2	ENSG00000172137	1.813860514	0.639681552	2.835567961	0.004574428	0.02488008
GLRX	ENSG00000173221	1.813456241	0.365097861	4.967041536	6.80E-07	2.34E-05
RNASE6	ENSG00000169413	1.810827792	0.366180227	4.945181798	7.61E-07	2.58E-05
NA	ENSG00000250264	1.810033642	0.327640551	5.524449395	3.31E-08	1.79E-06
GNLY	ENSG00000115523	1.807507765	0.410659512	4.401475457	1.08E-05	0.000231369
SCML4	ENSG00000146285	1.807239076	0.495651584	3.646188437	0.000266159	0.00291826
SFTPA2	ENSG00000185303	1.806531297	0.434745848	4.155373321	3.25E-05	0.000552656
TNFAIP8	ENSG00000145779	1.800953041	0.390265076	4.614691783	3.94E-06	0.000103714
BCAT1	ENSG00000060982	1.797312182	0.305125476	5.890403541	3.85E-09	2.81E-07
CCR5	ENSG00000160791	1.796557709	0.372964161	4.816971437	1.46E-06	4.48E-05
ACSL4	ENSG00000068366	1.796521228	0.282689189	6.355111179	2.08E-10	2.01E-08
TNFSF8	ENSG00000106952	1.794391617	0.464335924	3.864425565	0.000111351	0.001466765
LIPC	ENSG00000166035	1.793986617	0.382922845	4.684981957	2.80E-06	7.83E-05
SAMD9L	ENSG00000177409	1.793210066	0.30224135	5.933040157	2.97E-09	2.21E-07
LIX1	ENSG00000145721	1.793069571	0.424042214	4.22851667	2.35E-05	0.000426858
HPGDS	ENSG00000163106	1.792341383	0.226864201	7.900503355	2.78E-15	6.73E-13
RNF138	ENSG00000134758	1.790999323	0.280501651	6.384986736	1.71E-10	1.70E-08
C6orf223	ENSG00000181577	1.789113377	0.408477159	4.379959416	1.19E-05	0.000249251
DTX3L	ENSG00000163840	1.788388145	0.22266855	8.031615352	9.62E-16	2.63E-13
GBP5	ENSG00000154451	1.785841948	0.382540697	4.668371132	3.04E-06	8.38E-05
GIMAP5	ENSG00000196329	1.783703547	0.368032621	4.846590886	1.26E-06	3.96E-05
HELZ2	ENSG00000130589	1.783698305	0.274971193	6.486855175	8.76E-11	9.15E-09
KLHL28	ENSG00000179454	1.781138544	0.307109639	5.799682982	6.64E-09	4.47E-07
PNPT1	ENSG00000138035	1.77997756	0.262145416	6.79003886	1.12E-11	1.47E-09
AIF1	ENSG00000204472	1.779943095	0.394771174	4.508797021	6.52E-06	0.000153275
DOK2	ENSG00000147443	1.779384374	0.358059877	4.969516244	6.71E-07	2.31E-05
VCAM1	ENSG00000162692	1.777450067	0.395896877	4.489679429	7.13E-06	0.000164501
PARP9	ENSG00000138496	1.774167755	0.260117057	6.820651336	9.06E-12	1.23E-09
LGALS2	ENSG00000100079	1.773101631	0.497764724	3.56212794	0.000367861	0.003746422
NA	ENSG00000256356	1.769951602	0.611455785	2.894651822	0.003795793	0.021746751
CATSPER1	ENSG00000175294	1.768541049	0.639305345	2.766347977	0.005668801	0.029245976
SIGLEC6	ENSG00000105492	1.766657196	0.511308243	3.455170572	0.000549945	0.005094767
FGL2	ENSG00000127951	1.765609384	0.431527395	4.091534875	4.29E-05	0.000692274
NA	ENSG00000255987	1.765087415	0.545544818	3.23545813	0.001214477	0.009323415
MCEMP1	ENSG00000183019	1.764907555	0.568099505	3.106687366	0.001891964	0.013057877
CD8A	ENSG00000153563	1.764884203	0.389927034	4.526190921	6.01E-06	0.000144351
IFI16	ENSG00000163565	1.761854137	0.338829612	5.199823384	1.99E-07	8.30E-06
B2M	ENSG00000166710	1.761766311	0.379522431	4.642061088	3.45E-06	9.28E-05
FUOM	ENSG00000148803	1.759891744	0.353797131	4.974296253	6.55E-07	2.27E-05
SIGLEC9	ENSG00000129450	1.757462761	0.309868304	5.671644182	1.41E-08	8.54E-07
MYBPC2	ENSG00000086967	1.757013471	0.42903799	4.095239841	4.22E-05	0.000684697
NA	ENSG00000234975	1.755082151	0.385352316	4.554487095	5.25E-06	0.000130778
HTRA4	ENSG00000169495	1.755018853	0.656820253	2.671992597	0.007540231	0.036351336
KIF5C	ENSG00000168280	1.754755059	0.411070204	4.26874787	1.97E-05	0.00036948
TNNT1	ENSG00000105048	1.753556318	0.522881142	3.353642304	0.000797554	0.006731154
LYPLA1	ENSG00000120992	1.753531243	0.330516498	5.305427279	1.12E-07	5.14E-06
GPR183	ENSG00000169508	1.745824493	0.427915501	4.079834665	4.51E-05	0.000722969
LYSMD3	ENSG00000176018	1.739641457	0.332806782	5.227181507	1.72E-07	7.42E-06
PFDN4	ENSG00000101132	1.738883964	0.290969753	5.976167434	2.28E-09	1.75E-07
CXCL3	ENSG00000163734	1.738765453	0.530336245	3.278609506	0.001043199	0.008240388
PTPRO	ENSG00000151490	1.736857943	0.299206502	5.804880353	6.44E-09	4.35E-07
ELOVL3	ENSG00000119915	1.736728658	0.506644944	3.427900896	0.000608267	0.005487667
LILRB2	ENSG00000131042	1.736532738	0.340932901	5.093473624	3.52E-07	1.34E-05
GZMA	ENSG00000145649	1.735147145	0.484751402	3.579457715	0.000344308	0.003554257
RPL22L1	ENSG00000163584	1.734974956	0.320525883	5.412901267	6.20E-08	3.06E-06
CCL4	ENSG00000275302	1.733177822	0.462207548	3.749782598	0.000176988	0.00211339
H2AC19	ENSG00000272196	1.733050269	0.394447727	4.393612003	1.11E-05	0.000238046
THEMIS2	ENSG00000130775	1.729658058	0.271129748	6.379447732	1.78E-10	1.75E-08
TPSB2	ENSG00000197253	1.728460242	0.455104706	3.797939729	0.000145904	0.001827772
CLEC7A	ENSG00000172243	1.728341962	0.311605006	5.546579574	2.91E-08	1.60E-06
GPR65	ENSG00000140030	1.726705832	0.40604067	4.252544041	2.11E-05	0.000391765
TICAM2	ENSG00000243414	1.72306219	0.366097319	4.706568721	2.52E-06	7.15E-05
NA	ENSG00000235363	1.721108121	0.453882392	3.791969352	0.000149457	0.001856964
GRIP2	ENSG00000144596	1.719769074	0.40317505	4.26556423	1.99E-05	0.000372941
GBP1P1	ENSG00000225492	1.718688873	0.338650237	5.07511493	3.87E-07	1.44E-05
SLCO4A1	ENSG00000101187	1.716730745	0.433992809	3.955666339	7.63E-05	0.00108781
NA	ENSG00000267152	1.713535839	0.453323337	3.77994182	0.000156865	0.001920689
SIGLEC8	ENSG00000105366	1.713230161	0.43503339	3.938157851	8.21E-05	0.001154403
CCL4L2	ENSG00000276070	1.71177162	0.516360392	3.315071501	0.000916197	0.007482768
CCL4L1	ENSG00000276070	1.71177162	0.516360392	3.315071501	0.000916197	0.007482768
C1S	ENSG00000182326	1.707174879	0.260497733	6.553511473	5.62E-11	6.27E-09
SERPINA1	ENSG00000197249	1.706557689	0.348986141	4.890044299	1.01E-06	3.30E-05
LCK	ENSG00000182866	1.706177758	0.439621898	3.881011769	0.000104023	0.001387906
SASH3	ENSG00000122122	1.705818207	0.389445176	4.380124115	1.19E-05	0.000249251
NA	ENSG00000276953	1.705419842	0.600416856	2.840393012	0.004505798	0.02460086
IL12RB2	ENSG00000081985	1.705290398	0.440251483	3.873446117	0.000107307	0.001421726
PLEK	ENSG00000115956	1.703647602	0.364463314	4.67440079	2.95E-06	8.18E-05
IGSF6	ENSG00000140749	1.702174692	0.345172387	4.931375612	8.17E-07	2.75E-05
NA	ENSG00000227376	1.701936269	0.402659275	4.226740507	2.37E-05	0.000429689
APOBEC3H	ENSG00000100298	1.699120815	0.397699304	4.272375632	1.93E-05	0.000365025
SUSD3	ENSG00000157303	1.697938045	0.410950011	4.131738657	3.60E-05	0.000604351
FCGR3A	ENSG00000203747	1.695501408	0.334296141	5.071854569	3.94E-07	1.46E-05
OSBPL8	ENSG00000091039	1.693757565	0.324517573	5.219309237	1.80E-07	7.64E-06
BATF3	ENSG00000123685	1.692995506	0.383326192	4.416592294	1.00E-05	0.000217962
EMB	ENSG00000170571	1.69106326	0.359658989	4.701851783	2.58E-06	7.29E-05
SGPP1	ENSG00000126821	1.690995168	0.339342626	4.983149889	6.26E-07	2.18E-05
FUT7	ENSG00000180549	1.688330187	0.503221586	3.355043257	0.000793526	0.006709596
NA	ENSG00000270103	1.688043718	0.542978972	3.108856521	0.001878129	0.012986018
HMMR	ENSG00000072571	1.68789513	0.353961497	4.768583995	1.86E-06	5.52E-05
NA	ENSG00000211799	1.68587021	0.42449531	3.971469576	7.14E-05	0.001031665
UBE2L6	ENSG00000156587	1.685777534	0.268180612	6.285978406	3.26E-10	3.03E-08
HAVCR2	ENSG00000135077	1.684451037	0.21861177	7.705216604	1.31E-14	2.89E-12
CGAS	ENSG00000164430	1.684356611	0.300141553	5.611874115	2.00E-08	1.16E-06
ELOVL7	ENSG00000164181	1.684002821	0.272790799	6.173239075	6.69E-10	5.68E-08
NCF2	ENSG00000116701	1.683403776	0.349545336	4.815981228	1.46E-06	4.48E-05
SOCS3	ENSG00000184557	1.682778555	0.360614559	4.666418794	3.06E-06	8.43E-05
ARNTL2	ENSG00000029153	1.679309868	0.343839819	4.883988931	1.04E-06	3.39E-05
HLA-G	ENSG00000204632	1.677919153	0.463002395	3.623996703	0.000290085	0.003127864
RAB5IF	ENSG00000101084	1.676599726	0.247069392	6.785946695	1.15E-11	1.51E-09
ARL5B	ENSG00000165997	1.673750357	0.311987972	5.364791303	8.10E-08	3.87E-06
WFDC21P	ENSG00000261040	1.672019715	0.456039715	3.666390577	0.000245998	0.002739437
SLC41A2	ENSG00000136052	1.667998195	0.26209045	6.364208215	1.96E-10	1.91E-08
SPOCD1	ENSG00000134668	1.666708042	0.480002357	3.47229137	0.000516036	0.004843715
